0,1
-24.393282,16.958378
-5.1481476,5.30714
-5.6388273,4.6053157
-28.039955,34.409767
41.771523,10.3623705
-3.9750874,-2.8149529
-2.281565,-1.9149113
2.202616,-7.1844
0.5750211,-0.09867051
0.391881,-0.13199972
-2.646787,-1.7918911
4.8517895,0.9810272
-10.427422,4.35725
-9.652816,-9.478203
1.2127885,0.06315029
-7.655766,-6.6175656
-4.015608,3.1895764
-19.904781,-27.315557
-17.16836,12.91097
-5.196943,16.064861
9.709334,2.227845
-22.907553,-17.292494
-5.626567,4.6926208
9.916436,2.2796836
0.52902275,-0.10589208
-2.6382408,7.746191
-23.856964,-17.154665
-13.938577,33.684963
0.05401445,-0.55274117
-8.136643,19.313543
3.5372188,0.65237945
7.812234,1.7440581
3.277786,0.58497083
-6.2713985,2.7677426
-53.190323,-5.753335
16.597387,3.981585
28.236975,6.8431973
-15.870731,8.522384
-5.515845,5.2085404
-29.34191,-3.6083717
0.8798433,-0.017841041
12.291656,2.8872147
-4.309084,0.91582006
-8.981792,-93.37949
-6.497615,6.366191
7.822518,1.7459438
-18.292341,6.4109406
-22.58407,-0.11976153
4.136147,-9.642104
2.561918,0.40429097
28.150122,6.9192286
-1.8161114,-1.9337125
-4.3755293,-1.5999186
-35.779392,36.347565
12.963203,3.0452979
-8.95838,-14.43006
33.630455,8.3180895
-9.616292,8.029691
-7.3961263,-2.8342073
14.237362,3.3720455
1.0696456,-3.419449
0.57385194,-0.097407654
-11.861614,-0.6539541
2.972755,0.5097635
-5.3947244,-5.3561664
-4.605524,2.614303
22.83055,5.568991
-2.8878746,-2.0532804
-10.345043,-3.2698808
3.9166698,-28.947004
-11.54851,12.382519
-1.304418,-0.4592359
-6.0816574,3.4874656
-35.379307,-16.60306
-4.9369907,-6.5994554
20.250525,4.910995
118.79827,29.411886
-1.1620636,1.6188602
-20.990526,3.3626475
20.135199,4.8806973
9.002214,2.0472076
-0.66937107,-4.0991416
-4.619611,5.1057687
-1.5458009,-1.8477409
6.905959,1.5100636
-2.5446332,-3.9841611
0.06815862,-0.33556753
-4.137209,3.2429261
-16.874916,0.13757557
-4.1093316,3.2299292
-5.279493,3.5818565
-79.28137,-10.363908
0.6501726,-0.07565045
-154.672,-14.682515
1.7174373,0.18905044
-28.463232,-27.148851
-3.9124606,-8.954743
-47.401875,41.529095
0.60738903,-0.08971959
-5.239708,3.3888907
-8.845682,7.600927
-6.678949,-4.5477176
-1.8974288,-2.498962
-12.452728,-4.036516
-8.364715,1.0071545
3.7918937,0.71184283
2.2016962,0.3101068
-33.743645,-5.4279017
-50.553955,28.338804
-4.000901,3.10712
-8.972391,8.05444
13.118765,3.0723555
-75.93548,-9.115127
0.67044324,-0.073024645
3.3440678,0.59860903
-104.20669,37.444458
0.28051263,-0.17079061
10.81631,2.4925406
0.29516438,-0.16388085
-42.492744,-5.9037633
0.23769814,-0.30175146
4.9118342,0.9920836
8.95376,2.0202627
0.7311332,-0.05490412
2.979752,0.5060154
0.64658636,-0.07949363
10.052303,-25.889606
-6.348127,4.989218
-1.7670289,6.6537924
-5.8775916,8.983698
-24.871622,17.946203
6.065063,-46.609478
-7.7969832,12.244702
-2.73513,-2.0569518
-8.667073,18.736814
-12.609184,7.4484086
6.262381,1.3353612
2.1591644,0.29941887
-1.0984403,-7.7849894
1.1548097,0.04622829
-2.9189887,5.9544597
34.1082,8.369066
1.1388087,-12.128904
-39.942375,5.8982472
6.9451885,1.5104849
-11.288957,-16.954111
-16.761564,19.980526
-0.6059964,-0.9818438
-3.6305215,-0.026609838
-53.658993,-55.655285
-34.407967,16.109646
-6.288412,-25.230825
1.7829549,0.20318815
0.40945706,-0.13642225
-11.491714,-56.99768
-19.87113,-27.288431
-31.732098,15.252427
0.5481741,-0.103651434
-4.722156,3.2542205
59.24605,14.671836
-3.9439895,3.0797668
-2.0593011,-13.559733
-75.3488,-14.92282
-38.639286,-19.299698
20.093596,4.8383284
2.20082,0.3087756
-37.344875,6.342465
-5.794678,6.5758944
-0.06821907,-0.12839094
-15.967798,10.41271
0.053428784,-0.6593359
9.010431,2.0339875
-16.31072,-10.893005
11.206203,2.5906339
3.2649822,0.57851857
-0.7183443,0.4982946
6.1054454,1.2890799
-4.5564733,4.133515
1.265689,0.07420963
-37.619534,105.71918
-2.1362002,-16.741905
-4.9462137,2.7123063
18.256071,4.3765407
0.5898967,-0.09515989
1.6940886,0.1815939
23.134148,5.6080527
-3.9197319,3.0270908
2.0630698,0.27395928
-0.015060352,-0.2796477
3.6354015,0.6712168
8.938865,2.0107224
2.7648804,0.45171404
1.66389,0.17292306
